county,precinct,office,district,candidate,party,total,election_day,early_voting,av_counting_boards,votes
Lake,"Ellsworth Township, Precinct 6",President,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",President,,Kamala D. Harris,Democrat,127,102,25,0,127
Lake,"Ellsworth Township, Precinct 6",President,,Donald J. Trump,Republican,365,269,96,0,365
Lake,"Ellsworth Township, Precinct 6",President,,Chase Oliver,Libertarian,3,2,1,0,3
Lake,"Ellsworth Township, Precinct 6",President,,"Robert F. Kennedy, Jr.",Natural Law,4,4,0,0,4
Lake,"Ellsworth Township, Precinct 6",President,,Write-in,,1,1,0,0,1
Lake,"Ellsworth Township, Precinct 6",President,,Over Vote Count,,1,0,1,0,1
Lake,"Ellsworth Township, Precinct 6",President,,Under Vote Count,,3,2,1,0,3
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Elissa Slotkin,Democrat,120,94,26,0,120
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Mike Rogers,Republican,344,252,92,0,344
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Joseph Solis-Mullen,Libertarian,11,10,1,0,11
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Dave Stein,U.S. Taxpayers,7,5,2,0,7
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Douglas P. Marsh,Green,4,4,0,0,4
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Doug Dern,Natural Law,3,3,0,0,3
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Write-in,,2,2,0,0,2
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",U.S. Senate,,Under Vote Count,,13,10,3,0,13
Lake,"Ellsworth Township, Precinct 6",U.S. House,2,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",U.S. House,2,Michael Lynch,Democrat,109,87,22,0,109
Lake,"Ellsworth Township, Precinct 6",U.S. House,2,John R. Moolenaar,Republican,354,260,94,0,354
Lake,"Ellsworth Township, Precinct 6",U.S. House,2,Ben DeJong,Libertarian,12,8,4,0,12
Lake,"Ellsworth Township, Precinct 6",U.S. House,2,Scott Adams,U.S. Taxpayers,6,5,1,0,6
Lake,"Ellsworth Township, Precinct 6",U.S. House,2,Write-in,,2,2,0,0,2
Lake,"Ellsworth Township, Precinct 6",U.S. House,2,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",U.S. House,2,Under Vote Count,,21,18,3,0,21
Lake,"Ellsworth Township, Precinct 6",State House,100,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",State House,100,Tracy Ruell,Democrat,115,90,25,0,115
Lake,"Ellsworth Township, Precinct 6",State House,100,Tom Kunse,Republican,343,252,91,0,343
Lake,"Ellsworth Township, Precinct 6",State House,100,Write-in,,6,4,2,0,6
Lake,"Ellsworth Township, Precinct 6",State House,100,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",State House,100,Under Vote Count,,40,34,6,0,40
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Theodore Jones,Democrat,99,80,19,0,99
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,84,64,20,0,84
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Tom McMillin,Republican,315,230,85,0,315
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Nikki Snyder,Republican,298,219,79,0,298
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Scotty Boman,Libertarian,23,15,8,0,23
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,11,10,1,0,11
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,9,6,3,0,9
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Mary Anne Hering,Working Class,21,19,2,0,21
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Write-in,,2,2,0,0,2
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Member of the State Board of Education,,Under Vote Count,,146,115,31,0,146
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Denise Ilitch,Democrat,102,81,21,0,102
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,88,68,20,0,88
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Carl Meyers,Republican,325,240,85,0,325
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Sevag Vartanian,Republican,281,209,72,0,281
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,20,14,6,0,20
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,19,15,4,0,19
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Write-in,,2,2,0,0,2
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Regent of the University of Michigan,,Under Vote Count,,171,131,40,0,171
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,98,77,21,0,98
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,79,60,19,0,79
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Mike Balow,Republican,306,226,80,0,306
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Julie Maday,Republican,296,219,77,0,296
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Grant T. Baker,Libertarian,18,15,3,0,18
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,17,13,4,0,17
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,6,4,2,0,6
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,John Anthony La Pietra,Green,8,7,1,0,8
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Write-in,,3,2,1,0,3
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Trustee of Michigan State University,,Under Vote Count,,177,137,40,0,177
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Rasha Demashkieh,Democrat,85,64,21,0,85
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Mark T. Gaffney,Democrat,91,71,20,0,91
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Michael Busuito,Republican,297,221,76,0,297
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Sunny Reddy,Republican,287,210,77,0,287
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Farid Ishac,Libertarian,16,13,3,0,16
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,19,13,6,0,19
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Sami Makhoul,Green,5,3,2,0,5
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Suzanne Roehrig,Working Class,13,13,0,0,13
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Kathleen Oakford,Natural Law,10,9,1,0,10
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Write-in,,3,2,1,0,3
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Governor of Wayne State University,,Under Vote Count,,182,141,41,0,182
Lake,"Ellsworth Township, Precinct 6",County Prosecuting Attorney,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",County Prosecuting Attorney,,Gregory T. Mick,No Party Affiliation,178,132,46,0,178
Lake,"Ellsworth Township, Precinct 6",County Prosecuting Attorney,,Al Swanson,No Party Affiliation,153,126,27,0,153
Lake,"Ellsworth Township, Precinct 6",County Prosecuting Attorney,,Write-in,,6,5,1,0,6
Lake,"Ellsworth Township, Precinct 6",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",County Prosecuting Attorney,,Under Vote Count,,167,117,50,0,167
Lake,"Ellsworth Township, Precinct 6",County Sheriff,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",County Sheriff,,Rich Martin,Republican,392,288,104,0,392
Lake,"Ellsworth Township, Precinct 6",County Sheriff,,Joseph Umbreit,No Party Affiliation,91,75,16,0,91
Lake,"Ellsworth Township, Precinct 6",County Sheriff,,Write-in,,1,1,0,0,1
Lake,"Ellsworth Township, Precinct 6",County Sheriff,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",County Sheriff,,Under Vote Count,,20,16,4,0,20
Lake,"Ellsworth Township, Precinct 6",County Clerk and Register of Deeds,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",County Clerk and Register of Deeds,,Patti Pacola,Republican,413,298,115,0,413
Lake,"Ellsworth Township, Precinct 6",County Clerk and Register of Deeds,,Ryan Weston Ducati,No Party Affiliation,56,52,4,0,56
Lake,"Ellsworth Township, Precinct 6",County Clerk and Register of Deeds,,Write-in,,1,1,0,0,1
Lake,"Ellsworth Township, Precinct 6",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",County Clerk and Register of Deeds,,Under Vote Count,,34,29,5,0,34
Lake,"Ellsworth Township, Precinct 6",County Treasurer,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",County Treasurer,,Kellie Allen,Republican,413,311,102,0,413
Lake,"Ellsworth Township, Precinct 6",County Treasurer,,Write-in,,6,6,0,0,6
Lake,"Ellsworth Township, Precinct 6",County Treasurer,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",County Treasurer,,Under Vote Count,,85,63,22,0,85
Lake,"Ellsworth Township, Precinct 6",County Road Commissioner,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",County Road Commissioner,,Jim Fri,Democrat,114,91,23,0,114
Lake,"Ellsworth Township, Precinct 6",County Road Commissioner,,Don Divis,Republican,354,259,95,0,354
Lake,"Ellsworth Township, Precinct 6",County Road Commissioner,,Write-in,,3,3,0,0,3
Lake,"Ellsworth Township, Precinct 6",County Road Commissioner,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",County Road Commissioner,,Under Vote Count,,33,27,6,0,33
Lake,"Ellsworth Township, Precinct 6",County Surveyor,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",County Surveyor,,Patrick Johnson,Republican,415,312,103,0,415
Lake,"Ellsworth Township, Precinct 6",County Surveyor,,Write-in,,7,6,1,0,7
Lake,"Ellsworth Township, Precinct 6",County Surveyor,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",County Surveyor,,Under Vote Count,,82,62,20,0,82
Lake,"Ellsworth Township, Precinct 6",County Commissioner 3rd District,,Ballots Cast,,433,331,102,0,433
Lake,"Ellsworth Township, Precinct 6",County Commissioner 3rd District,,Kristine Raymond,Republican,376,281,95,0,376
Lake,"Ellsworth Township, Precinct 6",County Commissioner 3rd District,,Write-in,,6,6,0,0,6
Lake,"Ellsworth Township, Precinct 6",County Commissioner 3rd District,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",County Commissioner 3rd District,,Under Vote Count,,51,44,7,0,51
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Supervisor,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Supervisor,,Todd Charles,Republican,220,152,68,0,220
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Supervisor,,Jim Bacon,No Party Affiliation,175,137,38,0,175
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Supervisor,,Allen A. Dean,No Party Affiliation,81,68,13,0,81
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Supervisor,,Write-in,,2,2,0,0,2
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Supervisor,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Supervisor,,Under Vote Count,,26,21,5,0,26
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Clerk,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Clerk,,Brittany Carlson,No Party Affiliation,196,154,42,0,196
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Clerk,,Caroline Cole,No Party Affiliation,151,108,43,0,151
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Clerk,,Kateri Hahn,No Party Affiliation,44,40,4,0,44
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Clerk,,Write-in,,5,4,1,0,5
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Clerk,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Clerk,,Under Vote Count,,108,74,34,0,108
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Treasurer,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Treasurer,,Kimberly Rothig-Pendley,No Party Affiliation,376,293,83,0,376
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Treasurer,,Write-in,,3,2,1,0,3
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Treasurer,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Treasurer,,Under Vote Count,,125,85,40,0,125
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Trustee,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Trustee,,Patrick Chachulski,No Party Affiliation,326,255,71,0,326
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Trustee,,Write-in,,9,7,2,0,9
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Trustee,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Ellsworth Township Trustee,,Under Vote Count,,673,498,175,0,673
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court,,Andrew Fink,,209,147,62,0,209
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court,,Kimberly Ann Thomas,,166,135,31,0,166
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court,,Write-in,,5,4,1,0,5
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court,,Under Vote Count,,124,94,30,0,124
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court Partial Term,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,167,131,36,0,167
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,200,145,55,0,200
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court Partial Term,,Write-in,,5,4,1,0,5
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Justice of Supreme Court Partial Term,,Under Vote Count,,132,100,32,0,132
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District 6 Year Term,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District 6 Year Term,,Stephen L. Borrello,,301,239,62,0,301
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District 6 Year Term,,Write-in,,5,4,1,0,5
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District 6 Year Term,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District 6 Year Term,,Under Vote Count,,198,137,61,0,198
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,296,234,62,0,296
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Write-in,,9,8,1,0,9
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Under Vote Count,,199,138,61,0,199
Lake,"Ellsworth Township, Precinct 6",Judge of Probate Court,,Ballots Cast,,504,380,124,0,504
Lake,"Ellsworth Township, Precinct 6",Judge of Probate Court,,Floyd Brown,,139,110,29,0,139
Lake,"Ellsworth Township, Precinct 6",Judge of Probate Court,,David M. Glancy,,222,168,54,0,222
Lake,"Ellsworth Township, Precinct 6",Judge of Probate Court,,Write-in,,3,2,1,0,3
Lake,"Ellsworth Township, Precinct 6",Judge of Probate Court,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Judge of Probate Court,,Under Vote Count,,140,100,40,0,140
Lake,"Ellsworth Township, Precinct 6",Village of Luther President,,Ballots Cast,,71,49,22,0,71
Lake,"Ellsworth Township, Precinct 6",Village of Luther President,,Andrew Treiber,,52,38,14,0,52
Lake,"Ellsworth Township, Precinct 6",Village of Luther President,,Write-in,,2,2,0,0,2
Lake,"Ellsworth Township, Precinct 6",Village of Luther President,,Over Vote Count,,0,0,0,0,0
Lake,"Ellsworth Township, Precinct 6",Village of Luther President,,Under Vote Count,,17,9,8,0,17
Lake,"Ellsworth Township, Precinct 6",Village of Luther Trustee,,Ballots Cast,,71,49,22,0,71
Lake,"Ellsworth Township, Precinct 6",Village of Luther Trustee,,Tiffany Clark,,31,21,10,0,31
Lake,"Ellsworth Township, Precinct 6",Village of Luther Trustee,,Michelle Goodman,,38,27,11,0,38
Lake,"Ellsworth Township, Precinct 6",Village of Luther Trustee,,Lynda Jean Thorp,,17,10,7,0,17
