county,precinct,office,district,party,candidate,votes,election_day,early,absentee
Grand Traverse,Traverse City Pct 10,Straight Party Ticket,,NLP,Natural Law Party,1,0,0,1
Grand Traverse,Acme Twp Pct 1,President,,REP,REP Donald J. Trump,960,292,265,403
Grand Traverse,Acme Twp Pct 2,President,,REP,REP Donald J. Trump,624,193,131,300
Grand Traverse,Blair Twp Pct 1,President,,REP,REP Donald J. Trump,652,265,239,148
Grand Traverse,Blair Twp Pct 2,President,,REP,REP Donald J. Trump,1145,331,455,359
Grand Traverse,Blair Twp Pct 3,President,,REP,REP Donald J. Trump,684,222,258,204
Grand Traverse,Blair Twp Pct 4,President,,REP,REP Donald J. Trump,693,273,265,155
Grand Traverse,East Bay Twp Pct 1,President,,REP,REP Donald J. Trump,819,243,252,324
Grand Traverse,East Bay Twp Pct 2,President,,REP,REP Donald J. Trump,929,300,283,346
Grand Traverse,East Bay Twp Pct 3,President,,REP,REP Donald J. Trump,713,217,194,302
Grand Traverse,East Bay Twp Pct 4,President,,REP,REP Donald J. Trump,837,201,289,347
Grand Traverse,East Bay Twp Pct 5,President,,REP,REP Donald J. Trump,868,248,308,312
Grand Traverse,Fife Lake Twp Pct 1,President,,REP,REP Donald J. Trump,731,250,307,174
Grand Traverse,Garfield Twp Pct 1,President,,REP,REP Donald J. Trump,1034,334,346,354
Grand Traverse,Garfield Twp Pct 2,President,,REP,REP Donald J. Trump,943,201,318,424
Grand Traverse,Garfield Twp Pct 3,President,,REP,REP Donald J. Trump,588,220,195,173
Grand Traverse,Garfield Twp Pct 4,President,,REP,REP Donald J. Trump,642,187,220,235
Grand Traverse,Garfield Twp Pct 5,President,,REP,REP Donald J. Trump,1023,263,314,446
Grand Traverse,Garfield Twp Pct 6,President,,REP,REP Donald J. Trump,839,245,278,316
Grand Traverse,Garfield Twp Pct 7,President,,REP,REP Donald J. Trump,587,303,169,115
Grand Traverse,Grant Twp Pct 1,President,,REP,REP Donald J. Trump,620,418,202,0
Grand Traverse,Green Lake Twp Pct 1,President,,REP,REP Donald J. Trump,993,313,393,287
Grand Traverse,Green Lake Twp Pct 2,President,,REP,REP Donald J. Trump,849,275,362,212
Grand Traverse,Green Lake Twp Pct 3,President,,REP,REP Donald J. Trump,596,199,215,182
Grand Traverse,Long Lake Twp Pct 1,President,,REP,REP Donald J. Trump,1010,383,250,377
Grand Traverse,Long Lake Twp Pct 2,President,,REP,REP Donald J. Trump,1128,372,307,449
Grand Traverse,Long Lake Twp Pct 3,President,,REP,REP Donald J. Trump,1436,445,384,607
Grand Traverse,Mayfield Twp Pct 1,President,,REP,REP Donald J. Trump,774,605,169,0
Grand Traverse,Paradise Twp Pct 1,President,,REP,REP Donald J. Trump,1104,611,493,0
Grand Traverse,Paradise Twp Pct 2,President,,REP,REP Donald J. Trump,841,467,374,0
Grand Traverse,Peninsula Twp Pct 1,President,,REP,REP Donald J. Trump,1086,312,160,614
Grand Traverse,Peninsula Twp Pct 2,President,,REP,REP Donald J. Trump,1018,247,185,586
Grand Traverse,Union Twp Pct 1,President,,REP,REP Donald J. Trump,246,202,44,0
Grand Traverse,Whitewater Twp Pct 1,President,,REP,REP Donald J. Trump,1212,422,254,536
Grand Traverse,Traverse City Pct 1,President,,REP,REP Donald J. Trump,574,211,134,229
Grand Traverse,Traverse City Pct 3,President,,REP,REP Donald J. Trump,442,136,119,187
Grand Traverse,Traverse City Pct 7,President,,REP,REP Donald J. Trump,553,239,150,164
Grand Traverse,Traverse City Pct 8,President,,REP,REP Donald J. Trump,463,161,151,151
Grand Traverse,Traverse City Pct 9,President,,REP,REP Donald J. Trump,541,191,127,223
Grand Traverse,Traverse City Pct 10,President,,REP,REP Donald J. Trump,626,226,180,220
Grand Traverse,Acme Twp Pct 1,President,,DEM,DEM Kamala D. Harris,1007,216,183,608
Grand Traverse,Acme Twp Pct 2,President,,DEM,DEM Kamala D. Harris,559,110,69,380
Grand Traverse,Blair Twp Pct 1,President,,DEM,DEM Kamala D. Harris,346,111,78,157
Grand Traverse,Blair Twp Pct 2,President,,DEM,DEM Kamala D. Harris,638,129,138,371
Grand Traverse,Blair Twp Pct 3,President,,DEM,DEM Kamala D. Harris,506,127,122,257
Grand Traverse,Blair Twp Pct 4,President,,DEM,DEM Kamala D. Harris,460,175,92,193
Grand Traverse,East Bay Twp Pct 1,President,,DEM,DEM Kamala D. Harris,793,180,146,467
Grand Traverse,East Bay Twp Pct 2,President,,DEM,DEM Kamala D. Harris,751,151,142,458
Grand Traverse,East Bay Twp Pct 3,President,,DEM,DEM Kamala D. Harris,701,136,102,463
Grand Traverse,East Bay Twp Pct 4,President,,DEM,DEM Kamala D. Harris,902,174,190,538
Grand Traverse,East Bay Twp Pct 5,President,,DEM,DEM Kamala D. Harris,712,163,141,408
Grand Traverse,Fife Lake Twp Pct 1,President,,DEM,DEM Kamala D. Harris,303,58,114,131
Grand Traverse,Garfield Twp Pct 1,President,,DEM,DEM Kamala D. Harris,917,229,196,492
Grand Traverse,Garfield Twp Pct 2,President,,DEM,DEM Kamala D. Harris,1038,134,233,671
Grand Traverse,Garfield Twp Pct 3,President,,DEM,DEM Kamala D. Harris,685,198,158,329
Grand Traverse,Garfield Twp Pct 4,President,,DEM,DEM Kamala D. Harris,871,197,192,482
Grand Traverse,Garfield Twp Pct 5,President,,DEM,DEM Kamala D. Harris,1235,221,225,789
Grand Traverse,Garfield Twp Pct 6,President,,DEM,DEM Kamala D. Harris,883,215,161,507
Grand Traverse,Garfield Twp Pct 7,President,,DEM,DEM Kamala D. Harris,631,232,144,255
Grand Traverse,Grant Twp Pct 1,President,,DEM,DEM Kamala D. Harris,218,165,53,0
Grand Traverse,Green Lake Twp Pct 1,President,,DEM,DEM Kamala D. Harris,738,164,166,408
Grand Traverse,Green Lake Twp Pct 2,President,,DEM,DEM Kamala D. Harris,608,167,142,299
Grand Traverse,Green Lake Twp Pct 3,President,,DEM,DEM Kamala D. Harris,499,118,121,260
Grand Traverse,Long Lake Twp Pct 1,President,,DEM,DEM Kamala D. Harris,1079,298,169,612
Grand Traverse,Long Lake Twp Pct 2,President,,DEM,DEM Kamala D. Harris,938,224,162,552
Grand Traverse,Long Lake Twp Pct 3,President,,DEM,DEM Kamala D. Harris,1162,269,123,770
Grand Traverse,Mayfield Twp Pct 1,President,,DEM,DEM Kamala D. Harris,308,266,42,0
Grand Traverse,Paradise Twp Pct 1,President,,DEM,DEM Kamala D. Harris,521,373,148,0
Grand Traverse,Paradise Twp Pct 2,President,,DEM,DEM Kamala D. Harris,433,320,113,0
Grand Traverse,Peninsula Twp Pct 1,President,,DEM,DEM Kamala D. Harris,1314,265,84,965
Grand Traverse,Peninsula Twp Pct 2,President,,DEM,DEM Kamala D. Harris,1330,212,116,1002
Grand Traverse,Union Twp Pct 1,President,,DEM,DEM Kamala D. Harris,114,92,22,0
Grand Traverse,Whitewater Twp Pct 1,President,,DEM,DEM Kamala D. Harris,741,168,80,493
Grand Traverse,Traverse City Pct 1,President,,DEM,DEM Kamala D. Harris,1146,310,227,609
Grand Traverse,Traverse City Pct 3,President,,DEM,DEM Kamala D. Harris,1139,272,218,649
Grand Traverse,Traverse City Pct 7,President,,DEM,DEM Kamala D. Harris,966,316,192,458
Grand Traverse,Traverse City Pct 8,President,,DEM,DEM Kamala D. Harris,1079,252,246,581
Grand Traverse,Traverse City Pct 9,President,,DEM,DEM Kamala D. Harris,985,247,163,575
Grand Traverse,Traverse City Pct 10,President,,DEM,DEM Kamala D. Harris,1083,255,211,617
Grand Traverse,Acme Twp Pct 1,President,,LIB,LIB Chase Oliver,15,6,1,8
Grand Traverse,Acme Twp Pct 2,President,,LIB,LIB Chase Oliver,8,1,1,6
Grand Traverse,Blair Twp Pct 1,President,,LIB,LIB Chase Oliver,12,4,4,4
Grand Traverse,Blair Twp Pct 2,President,,LIB,LIB Chase Oliver,6,0,5,1
Grand Traverse,Blair Twp Pct 3,President,,LIB,LIB Chase Oliver,4,1,1,2
Grand Traverse,Blair Twp Pct 4,President,,LIB,LIB Chase Oliver,6,4,1,1
Grand Traverse,East Bay Twp Pct 1,President,,LIB,LIB Chase Oliver,10,4,3,3
Grand Traverse,East Bay Twp Pct 2,President,,LIB,LIB Chase Oliver,10,3,1,6
Grand Traverse,East Bay Twp Pct 3,President,,LIB,LIB Chase Oliver,10,6,0,4
Grand Traverse,East Bay Twp Pct 4,President,,LIB,LIB Chase Oliver,16,6,4,6
Grand Traverse,East Bay Twp Pct 5,President,,LIB,LIB Chase Oliver,9,3,3,3
Grand Traverse,Fife Lake Twp Pct 1,President,,LIB,LIB Chase Oliver,10,5,3,2
Grand Traverse,Garfield Twp Pct 1,President,,LIB,LIB Chase Oliver,8,1,3,4
Grand Traverse,Garfield Twp Pct 2,President,,LIB,LIB Chase Oliver,13,4,3,6
Grand Traverse,Garfield Twp Pct 3,President,,LIB,LIB Chase Oliver,10,4,1,5
Grand Traverse,Garfield Twp Pct 4,President,,LIB,LIB Chase Oliver,5,3,0,2
Grand Traverse,Garfield Twp Pct 5,President,,LIB,LIB Chase Oliver,8,4,1,3
Grand Traverse,Garfield Twp Pct 6,President,,LIB,LIB Chase Oliver,9,1,3,5
Grand Traverse,Garfield Twp Pct 7,President,,LIB,LIB Chase Oliver,4,3,0,1
Grand Traverse,Grant Twp Pct 1,President,,LIB,LIB Chase Oliver,1,1,0,0
Grand Traverse,Green Lake Twp Pct 1,President,,LIB,LIB Chase Oliver,13,8,0,5
Grand Traverse,Green Lake Twp Pct 2,President,,LIB,LIB Chase Oliver,7,4,1,2
Grand Traverse,Green Lake Twp Pct 3,President,,LIB,LIB Chase Oliver,5,3,1,1
Grand Traverse,Long Lake Twp Pct 1,President,,LIB,LIB Chase Oliver,14,7,1,6
Grand Traverse,Long Lake Twp Pct 2,President,,LIB,LIB Chase Oliver,17,5,2,10
Grand Traverse,Long Lake Twp Pct 3,President,,LIB,LIB Chase Oliver,12,5,2,5
Grand Traverse,Mayfield Twp Pct 1,President,,LIB,LIB Chase Oliver,7,6,1,0
Grand Traverse,Paradise Twp Pct 1,President,,LIB,LIB Chase Oliver,7,3,4,0
Grand Traverse,Paradise Twp Pct 2,President,,LIB,LIB Chase Oliver,5,4,1,0
Grand Traverse,Peninsula Twp Pct 1,President,,LIB,LIB Chase Oliver,6,1,0,5
Grand Traverse,Peninsula Twp Pct 2,President,,LIB,LIB Chase Oliver,11,5,0,6
Grand Traverse,Union Twp Pct 1,President,,LIB,LIB Chase Oliver,0,0,0,0
Grand Traverse,Whitewater Twp Pct 1,President,,LIB,LIB Chase Oliver,15,8,1,6
Grand Traverse,Traverse City Pct 1,President,,LIB,LIB Chase Oliver,7,3,1,3
Grand Traverse,Traverse City Pct 3,President,,LIB,LIB Chase Oliver,10,9,0,1
Grand Traverse,Traverse City Pct 7,President,,LIB,LIB Chase Oliver,15,5,2,8
Grand Traverse,Traverse City Pct 8,President,,LIB,LIB Chase Oliver,11,4,2,5
Grand Traverse,Traverse City Pct 9,President,,LIB,LIB Chase Oliver,8,4,0,4
Grand Traverse,Traverse City Pct 10,President,,LIB,LIB Chase Oliver,7,6,0,1
Grand Traverse,Acme Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",7,3,2,2
Grand Traverse,Acme Twp Pct 2,President,,NLP,"NLP Robert F. Kennedy, Jr.",9,1,1,7
Grand Traverse,Blair Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",8,0,6,2
Grand Traverse,Blair Twp Pct 2,President,,NLP,"NLP Robert F. Kennedy, Jr.",13,3,5,5
Grand Traverse,Blair Twp Pct 3,President,,NLP,"NLP Robert F. Kennedy, Jr.",5,3,0,2
Grand Traverse,Blair Twp Pct 4,President,,NLP,"NLP Robert F. Kennedy, Jr.",4,0,2,2
Grand Traverse,East Bay Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",10,3,1,6
Grand Traverse,East Bay Twp Pct 2,President,,NLP,"NLP Robert F. Kennedy, Jr.",8,3,1,4
Grand Traverse,East Bay Twp Pct 3,President,,NLP,"NLP Robert F. Kennedy, Jr.",9,5,0,4
Grand Traverse,East Bay Twp Pct 4,President,,NLP,"NLP Robert F. Kennedy, Jr.",7,3,0,4
Grand Traverse,East Bay Twp Pct 5,President,,NLP,"NLP Robert F. Kennedy, Jr.",13,7,2,4
Grand Traverse,Fife Lake Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",6,2,2,2
Grand Traverse,Garfield Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",11,7,2,2
Grand Traverse,Garfield Twp Pct 2,President,,NLP,"NLP Robert F. Kennedy, Jr.",10,4,2,4
Grand Traverse,Garfield Twp Pct 3,President,,NLP,"NLP Robert F. Kennedy, Jr.",5,5,0,0
Grand Traverse,Garfield Twp Pct 4,President,,NLP,"NLP Robert F. Kennedy, Jr.",13,6,4,3
Grand Traverse,Garfield Twp Pct 5,President,,NLP,"NLP Robert F. Kennedy, Jr.",13,4,1,8
Grand Traverse,Garfield Twp Pct 6,President,,NLP,"NLP Robert F. Kennedy, Jr.",4,3,0,1
Grand Traverse,Garfield Twp Pct 7,President,,NLP,"NLP Robert F. Kennedy, Jr.",7,4,1,2
Grand Traverse,Grant Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",2,2,0,0
Grand Traverse,Green Lake Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",6,0,4,2
Grand Traverse,Green Lake Twp Pct 2,President,,NLP,"NLP Robert F. Kennedy, Jr.",6,1,2,3
Grand Traverse,Green Lake Twp Pct 3,President,,NLP,"NLP Robert F. Kennedy, Jr.",9,2,3,4
Grand Traverse,Long Lake Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",13,7,2,4
Grand Traverse,Long Lake Twp Pct 2,President,,NLP,"NLP Robert F. Kennedy, Jr.",11,5,1,5
Grand Traverse,Long Lake Twp Pct 3,President,,NLP,"NLP Robert F. Kennedy, Jr.",9,6,1,2
Grand Traverse,Mayfield Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",7,7,0,0
Grand Traverse,Paradise Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",15,11,4,0
Grand Traverse,Paradise Twp Pct 2,President,,NLP,"NLP Robert F. Kennedy, Jr.",5,5,0,0
Grand Traverse,Peninsula Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",10,2,0,8
Grand Traverse,Peninsula Twp Pct 2,President,,NLP,"NLP Robert F. Kennedy, Jr.",7,4,0,3
Grand Traverse,Union Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",1,1,0,0
Grand Traverse,Whitewater Twp Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",11,6,0,5
Grand Traverse,Traverse City Pct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",7,5,1,1
Grand Traverse,Traverse City Pct 3,President,,NLP,"NLP Robert F. Kennedy, Jr.",1,0,1,0
Grand Traverse,Traverse City Pct 7,President,,NLP,"NLP Robert F. Kennedy, Jr.",8,5,2,1
Grand Traverse,Traverse City Pct 8,President,,NLP,"NLP Robert F. Kennedy, Jr.",5,1,1,3
Grand Traverse,Traverse City Pct 9,President,,NLP,"NLP Robert F. Kennedy, Jr.",5,2,2,1
Grand Traverse,Traverse City Pct 10,President,,NLP,"NLP Robert F. Kennedy, Jr.",6,3,0,3
Grand Traverse,Acme Twp Pct 1,President,,GRN,GRN Jill Stein,5,1,3,1
Grand Traverse,Acme Twp Pct 2,President,,GRN,GRN Jill Stein,2,0,2,0
Grand Traverse,Blair Twp Pct 1,President,,GRN,GRN Jill Stein,5,2,1,2
Grand Traverse,Blair Twp Pct 2,President,,GRN,GRN Jill Stein,5,2,1,2
Grand Traverse,Blair Twp Pct 3,President,,GRN,GRN Jill Stein,4,2,0,2
Grand Traverse,Blair Twp Pct 4,President,,GRN,GRN Jill Stein,5,4,0,1
Grand Traverse,East Bay Twp Pct 1,President,,GRN,GRN Jill Stein,3,2,0,1
Grand Traverse,East Bay Twp Pct 2,President,,GRN,GRN Jill Stein,3,0,1,2
Grand Traverse,East Bay Twp Pct 3,President,,GRN,GRN Jill Stein,4,3,0,1
Grand Traverse,East Bay Twp Pct 4,President,,GRN,GRN Jill Stein,8,3,1,4
Grand Traverse,East Bay Twp Pct 5,President,,GRN,GRN Jill Stein,6,2,1,3
Grand Traverse,Fife Lake Twp Pct 1,President,,GRN,GRN Jill Stein,0,0,0,0
Grand Traverse,Garfield Twp Pct 1,President,,GRN,GRN Jill Stein,2,2,0,0
Grand Traverse,Garfield Twp Pct 2,President,,GRN,GRN Jill Stein,2,2,0,0
Grand Traverse,Garfield Twp Pct 3,President,,GRN,GRN Jill Stein,8,3,2,3
Grand Traverse,Garfield Twp Pct 4,President,,GRN,GRN Jill Stein,10,4,1,5
Grand Traverse,Garfield Twp Pct 5,President,,GRN,GRN Jill Stein,12,3,4,5
Grand Traverse,Garfield Twp Pct 6,President,,GRN,GRN Jill Stein,10,7,1,2
Grand Traverse,Garfield Twp Pct 7,President,,GRN,GRN Jill Stein,9,4,0,5
Grand Traverse,Grant Twp Pct 1,President,,GRN,GRN Jill Stein,3,3,0,0
Grand Traverse,Green Lake Twp Pct 1,President,,GRN,GRN Jill Stein,2,0,1,1
Grand Traverse,Green Lake Twp Pct 2,President,,GRN,GRN Jill Stein,4,2,2,0
Grand Traverse,Green Lake Twp Pct 3,President,,GRN,GRN Jill Stein,6,1,2,3
Grand Traverse,Long Lake Twp Pct 1,President,,GRN,GRN Jill Stein,7,7,0,0
Grand Traverse,Long Lake Twp Pct 2,President,,GRN,GRN Jill Stein,7,2,0,5
Grand Traverse,Long Lake Twp Pct 3,President,,GRN,GRN Jill Stein,8,4,1,3
Grand Traverse,Mayfield Twp Pct 1,President,,GRN,GRN Jill Stein,2,2,0,0
Grand Traverse,Paradise Twp Pct 1,President,,GRN,GRN Jill Stein,5,3,2,0
Grand Traverse,Paradise Twp Pct 2,President,,GRN,GRN Jill Stein,3,2,1,0
Grand Traverse,Peninsula Twp Pct 1,President,,GRN,GRN Jill Stein,7,1,2,4
Grand Traverse,Peninsula Twp Pct 2,President,,GRN,GRN Jill Stein,5,0,1,4
Grand Traverse,Union Twp Pct 1,President,,GRN,GRN Jill Stein,0,0,0,0
Grand Traverse,Whitewater Twp Pct 1,President,,GRN,GRN Jill Stein,3,0,1,2
Grand Traverse,Traverse City Pct 1,President,,GRN,GRN Jill Stein,8,5,0,3
Grand Traverse,Traverse City Pct 3,President,,GRN,GRN Jill Stein,9,1,2,6
Grand Traverse,Traverse City Pct 7,President,,GRN,GRN Jill Stein,5,2,1,2
Grand Traverse,Traverse City Pct 8,President,,GRN,GRN Jill Stein,9,5,2,2
Grand Traverse,Traverse City Pct 9,President,,GRN,GRN Jill Stein,6,4,0,2
Grand Traverse,Traverse City Pct 10,President,,GRN,GRN Jill Stein,8,3,1,4
Grand Traverse,Acme Twp Pct 1,President,,NON,Write-in,8,1,1,6
Grand Traverse,Acme Twp Pct 2,President,,NON,Write-in,3,0,0,3
Grand Traverse,Blair Twp Pct 1,President,,NON,Write-in,1,0,0,1
Grand Traverse,Blair Twp Pct 2,President,,NON,Write-in,3,1,0,2
Grand Traverse,Blair Twp Pct 3,President,,NON,Write-in,1,0,1,0
Grand Traverse,Blair Twp Pct 4,President,,NON,Write-in,3,0,1,2
Grand Traverse,East Bay Twp Pct 1,President,,NON,Write-in,2,1,1,0
Grand Traverse,East Bay Twp Pct 2,President,,NON,Write-in,5,5,0,0
Grand Traverse,East Bay Twp Pct 3,President,,NON,Write-in,2,1,0,1
Grand Traverse,East Bay Twp Pct 4,President,,NON,Write-in,1,1,0,0
Grand Traverse,East Bay Twp Pct 5,President,,NON,Write-in,4,1,0,3
Grand Traverse,Fife Lake Twp Pct 1,President,,NON,Write-in,5,2,1,2
Grand Traverse,Garfield Twp Pct 1,President,,NON,Write-in,2,0,1,1
Grand Traverse,Garfield Twp Pct 2,President,,NON,Write-in,9,1,3,5
Grand Traverse,Garfield Twp Pct 3,President,,NON,Write-in,1,1,0,0
Grand Traverse,Garfield Twp Pct 4,President,,NON,Write-in,3,1,0,2
Grand Traverse,Garfield Twp Pct 5,President,,NON,Write-in,10,1,0,9
Grand Traverse,Garfield Twp Pct 6,President,,NON,Write-in,2,0,1,1
Grand Traverse,Garfield Twp Pct 7,President,,NON,Write-in,1,1,0,0
Grand Traverse,Grant Twp Pct 1,President,,NON,Write-in,0,0,0,0
Grand Traverse,Green Lake Twp Pct 1,President,,NON,Write-in,9,4,1,4
Grand Traverse,Green Lake Twp Pct 2,President,,NON,Write-in,1,0,1,0
Grand Traverse,Green Lake Twp Pct 3,President,,NON,Write-in,1,0,1,0
Grand Traverse,Long Lake Twp Pct 1,President,,NON,Write-in,6,4,1,1
Grand Traverse,Long Lake Twp Pct 2,President,,NON,Write-in,4,1,0,3
Grand Traverse,Long Lake Twp Pct 3,President,,NON,Write-in,3,1,1,1
Grand Traverse,Mayfield Twp Pct 1,President,,NON,Write-in,1,1,0,0
Grand Traverse,Paradise Twp Pct 1,President,,NON,Write-in,0,0,0,0
Grand Traverse,Paradise Twp Pct 2,President,,NON,Write-in,4,2,2,0
Grand Traverse,Peninsula Twp Pct 1,President,,NON,Write-in,9,3,1,5
Grand Traverse,Peninsula Twp Pct 2,President,,NON,Write-in,11,3,0,8
Grand Traverse,Union Twp Pct 1,President,,NON,Write-in,1,1,0,0
Grand Traverse,Whitewater Twp Pct 1,President,,NON,Write-in,2,1,0,1
Grand Traverse,Traverse City Pct 1,President,,NON,Write-in,3,1,0,2
Grand Traverse,Traverse City Pct 3,President,,NON,Write-in,0,0,0,0
Grand Traverse,Traverse City Pct 7,President,,NON,Write-in,1,1,0,0
Grand Traverse,Traverse City Pct 8,President,,NON,Write-in,3,1,1,1
Grand Traverse,Traverse City Pct 9,President,,NON,Write-in,3,1,1,1
Grand Traverse,Traverse City Pct 10,President,,NON,Write-in,3,2,0,1
Grand Traverse,Acme Twp Pct 1,President,,UST,UST Randall Terry,2,1,0,1
Grand Traverse,Acme Twp Pct 2,President,,UST,UST Randall Terry,0,0,0,0
Grand Traverse,Blair Twp Pct 1,President,,UST,UST Randall Terry,1,1,0,0
Grand Traverse,Blair Twp Pct 2,President,,UST,UST Randall Terry,2,2,0,0
Grand Traverse,Blair Twp Pct 3,President,,UST,UST Randall Terry,0,0,0,0
Grand Traverse,Blair Twp Pct 4,President,,UST,UST Randall Terry,0,0,0,0
Grand Traverse,East Bay Twp Pct 1,President,,UST,UST Randall Terry,2,0,0,2
Grand Traverse,East Bay Twp Pct 2,President,,UST,UST Randall Terry,9,2,1,6
Grand Traverse,East Bay Twp Pct 3,President,,UST,UST Randall Terry,2,0,0,2
Grand Traverse,East Bay Twp Pct 4,President,,UST,UST Randall Terry,0,0,0,0
Grand Traverse,East Bay Twp Pct 5,President,,UST,UST Randall Terry,1,1,0,0
Grand Traverse,Fife Lake Twp Pct 1,President,,UST,UST Randall Terry,0,0,0,0
Grand Traverse,Garfield Twp Pct 1,President,,UST,UST Randall Terry,3,2,0,1
Grand Traverse,Garfield Twp Pct 2,President,,UST,UST Randall Terry,4,1,1,2
Grand Traverse,Garfield Twp Pct 3,President,,UST,UST Randall Terry,0,0,0,0
Grand Traverse,Garfield Twp Pct 4,President,,UST,UST Randall Terry,1,1,0,0
Grand Traverse,Garfield Twp Pct 5,President,,UST,UST Randall Terry,2,1,1,0
Grand Traverse,Garfield Twp Pct 6,President,,UST,UST Randall Terry,3,1,0,2
Grand Traverse,Garfield Twp Pct 7,President,,UST,UST Randall Terry,2,1,1,0
Grand Traverse,Grant Twp Pct 1,President,,UST,UST Randall Terry,0,0,0,0
Grand Traverse,Green Lake Twp Pct 1,President,,UST,UST Randall Terry,3,0,1,2
Grand Traverse,Green Lake Twp Pct 2,President,,UST,UST Randall Terry,3,1,1,1
Grand Traverse,Green Lake Twp Pct 3,President,,UST,UST Randall Terry,1,0,0,1
Grand Traverse,Long Lake Twp Pct 1,President,,UST,UST Randall Terry,4,1,0,3
Grand Traverse,Long Lake Twp Pct 2,President,,UST,UST Randall Terry,1,0,1,0
Grand Traverse,Long Lake Twp Pct 3,President,,UST,UST Randall Terry,1,0,0,1
Grand Traverse,Mayfield Twp Pct 1,President,,UST,UST Randall Terry,3,1,2,0
