county,precinct,offfice,district,party,candidate,votes,election_day,absentee,early_voting
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,DEM,Rasha Demashkieh,726,194,452,80
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,DEM,Mark T. Gaffney,741,187,470,84
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,REP,Michael Busuito,1224,472,547,205
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,REP,Sunny Reddy,1210,461,551,198
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,LIB,Farid Ishac,38,26,9,3
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,UST,William Mohr II,25,16,7,2
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,GRN,Sami Makhoul,25,16,7,2
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,WCP,Suzanne Roehrig,76,41,32,3
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,NLP,Kathleen Oakford,26,11,13,2
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,,Write-ins,2,1,0,1
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,,Overvotes,2,0,2,0
Emmet,Bear Creek Township Precinct 2,Governor of Wayne State University State,,,Undervotes,566,209,303,54
Emmet,Bear Creek Township Precinct 2,Prosecuting Attorney Emmet County,,REP,Michael H. Schuitema,1634,637,756,241
Emmet,Bear Creek Township Precinct 2,Prosecuting Attorney Emmet County,,,Write-ins,28,14,9,5
Emmet,Bear Creek Township Precinct 2,Prosecuting Attorney Emmet County,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Prosecuting Attorney Emmet County,,,Undervotes,668,166,431,71
Emmet,Bear Creek Township Precinct 2,Sheriff Emmet County,,REP,Matt Leirstein,1662,647,769,246
Emmet,Bear Creek Township Precinct 2,Sheriff Emmet County,,,Write-ins,34,16,13,5
Emmet,Bear Creek Township Precinct 2,Sheriff Emmet County,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Sheriff Emmet County,,,Undervotes,634,154,414,66
Emmet,Bear Creek Township Precinct 2,Clerk Emmet County,,DEM,Elizabeth Lohman,739,218,441,80
Emmet,Bear Creek Township Precinct 2,Clerk Emmet County,,REP,Suzanne R. Kanine,1495,562,703,230
Emmet,Bear Creek Township Precinct 2,Clerk Emmet County,,,Write-ins,4,3,0,1
Emmet,Bear Creek Township Precinct 2,Clerk Emmet County,,,Overvotes,1,0,1,0
Emmet,Bear Creek Township Precinct 2,Clerk Emmet County,,,Undervotes,92,34,52,6
Emmet,Bear Creek Township Precinct 2,Treasurer Emmet County,,REP,Mary Mitchell,1655,642,768,245
Emmet,Bear Creek Township Precinct 2,Treasurer Emmet County,,,Write-ins,25,14,9,2
Emmet,Bear Creek Township Precinct 2,Treasurer Emmet County,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Treasurer Emmet County,,,Undervotes,650,161,419,70
Emmet,Bear Creek Township Precinct 2,Register of Deeds Emmet County,,REP,Karen Cosens,1679,645,787,247
Emmet,Bear Creek Township Precinct 2,Register of Deeds Emmet County,,,Write-ins,26,16,8,2
Emmet,Bear Creek Township Precinct 2,Register of Deeds Emmet County,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Register of Deeds Emmet County,,,Undervotes,625,156,401,68
Emmet,Bear Creek Township Precinct 2,Drain Commissioner Emmet County,,REP,Arden J. Bawkey,1632,636,750,246
Emmet,Bear Creek Township Precinct 2,Drain Commissioner Emmet County,,,Write-ins,29,17,10,2
Emmet,Bear Creek Township Precinct 2,Drain Commissioner Emmet County,,,Overvotes,1,1,0,0
Emmet,Bear Creek Township Precinct 2,Drain Commissioner Emmet County,,,Undervotes,668,163,436,69
Emmet,Bear Creek Township Precinct 2,County Commissioner County Commissioner District 07,,DEM,Matt Koontz,20,6,8,6
Emmet,Bear Creek Township Precinct 2,County Commissioner County Commissioner District 07,,,Write-ins,0,0,0,0
Emmet,Bear Creek Township Precinct 2,County Commissioner County Commissioner District 07,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,County Commissioner County Commissioner District 07,,,Undervotes,10,5,4,1
Emmet,Bear Creek Township Precinct 2,County Commissioner County Commissioner District 05,,REP,Brian A. Gutowski,1633,636,757,240
Emmet,Bear Creek Township Precinct 2,County Commissioner County Commissioner District 05,,,Write-ins,25,13,10,2
Emmet,Bear Creek Township Precinct 2,County Commissioner County Commissioner District 05,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,County Commissioner County Commissioner District 05,,,Undervotes,642,157,417,68
Emmet,Bear Creek Township Precinct 2,Supervisor Bear Creek Township,,REP,Dennis M. Keiser,1728,657,817,254
Emmet,Bear Creek Township Precinct 2,Supervisor Bear Creek Township,,,Write-ins,26,16,8,2
Emmet,Bear Creek Township Precinct 2,Supervisor Bear Creek Township,,,Overvotes,1,1,0,0
Emmet,Bear Creek Township Precinct 2,Supervisor Bear Creek Township,,,Undervotes,575,143,371,61
Emmet,Bear Creek Township Precinct 2,Clerk Bear Creek Township,,REP,Emma Radatovich,1684,649,790,245
Emmet,Bear Creek Township Precinct 2,Clerk Bear Creek Township,,,Write-ins,24,16,7,1
Emmet,Bear Creek Township Precinct 2,Clerk Bear Creek Township,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Clerk Bear Creek Township,,,Undervotes,622,152,399,71
Emmet,Bear Creek Township Precinct 2,Treasurer Bear Creek Township,,REP,Connie Golding,1695,650,796,249
Emmet,Bear Creek Township Precinct 2,Treasurer Bear Creek Township,,,Write-ins,30,19,9,2
Emmet,Bear Creek Township Precinct 2,Treasurer Bear Creek Township,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Treasurer Bear Creek Township,,,Undervotes,605,148,391,66
Emmet,Bear Creek Township Precinct 2,Trustee Bear Creek Township,,REP,Joseph E. Hoffman,1586,614,735,237
Emmet,Bear Creek Township Precinct 2,Trustee Bear Creek Township,,REP,Thomas Clark Urman,1520,561,728,231
Emmet,Bear Creek Township Precinct 2,Trustee Bear Creek Township,,,Write-ins,40,23,16,1
Emmet,Bear Creek Township Precinct 2,Trustee Bear Creek Township,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Trustee Bear Creek Township,,,Undervotes,1515,436,914,165
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,,,Andrew Fink,839,339,354,146
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,,,Kimberly Ann Thomas,962,310,551,101
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,,,Write-ins,12,7,2,3
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,,,Overvotes,4,1,3,0
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,,,Undervotes,514,160,287,67
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,special,,Kyra Harris Bolden,889,305,497,87
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,special,,Patrick William O'Grady,882,337,395,150
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,special,,Write-ins,10,5,2,3
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,special,,Overvotes,3,0,3,0
Emmet,Bear Creek Township Precinct 2,Justice of Supreme Court Supreme Court,special,,Undervotes,547,170,300,77
Emmet,Bear Creek Township Precinct 2,Judge of Court of Appeals 4th District,,,Stephen L. Borrello,1348,530,652,166
Emmet,Bear Creek Township Precinct 2,Judge of Court of Appeals 4th District,,,Write-ins,15,9,3,3
Emmet,Bear Creek Township Precinct 2,Judge of Court of Appeals 4th District,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Judge of Court of Appeals 4th District,,,Undervotes,967,278,541,148
Emmet,Bear Creek Township Precinct 2,Judge of Court of Appeals 4th District,,,Allie Greenleaf Maldonado,1347,527,654,166
Emmet,Bear Creek Township Precinct 2,Judge of Court of Appeals 4th District,,,Write-ins,18,10,4,4
Emmet,Bear Creek Township Precinct 2,Judge of Court of Appeals 4th District,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Judge of Court of Appeals 4th District,,,Undervotes,965,280,538,147
Emmet,Bear Creek Township Precinct 2,Judge of Circuit Court 57th Circuit,,,Jennifer E. Deegan,1421,546,695,180
Emmet,Bear Creek Township Precinct 2,Judge of Circuit Court 57th Circuit,,,Write-ins,20,12,5,3
Emmet,Bear Creek Township Precinct 2,Judge of Circuit Court 57th Circuit,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Judge of Circuit Court 57th Circuit,,,Undervotes,889,259,496,134
Emmet,Bear Creek Township Precinct 2,Judge of Probate District Court 7th District,,,Valerie K. Snyder,1406,546,679,181
Emmet,Bear Creek Township Precinct 2,Judge of Probate District Court 7th District,,,Write-ins,17,8,7,2
Emmet,Bear Creek Township Precinct 2,Judge of Probate District Court 7th District,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Judge of Probate District Court 7th District,,,Undervotes,907,263,510,134
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,John E. Fought,773,272,396,105
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,James M. Shirilla,970,309,546,115
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,Janelle A. Wozniak,922,354,458,110
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,22,11,7,4
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,2,0,2,0
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,1971,688,983,300
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,Keith A. Pretty,1348,525,650,173
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,18,10,5,3
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,964,282,541,141
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Larry Cassidy,1179,445,588,146
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Beverly Osetek,1111,373,590,148
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,28,16,8,4
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,2342,800,1206,336
Emmet,Bear Creek Township Precinct 2,Local School District Board Member Petoskey Public Schools,,,Mark Ashley,1178,433,599,146
Emmet,Bear Creek Township Precinct 2,Local School District Board Member Petoskey Public Schools,,,Denise Petoskey,1227,429,637,161
Emmet,Bear Creek Township Precinct 2,Local School District Board Member Petoskey Public Schools,,,Write-ins,19,7,11,1
Emmet,Bear Creek Township Precinct 2,Local School District Board Member Petoskey Public Schools,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Local School District Board Member Petoskey Public Schools,,,Undervotes,2235,765,1144,326
Emmet,Bear Creek Township Precinct 2,Library Services Millage Renewal Proposal Bear Creek Township,,,Yes,1261,419,689,153
Emmet,Bear Creek Township Precinct 2,Library Services Millage Renewal Proposal Bear Creek Township,,,No,806,292,387,127
Emmet,Bear Creek Township Precinct 2,Library Services Millage Renewal Proposal Bear Creek Township,,,Overvotes,0,0,0,0
Emmet,Bear Creek Township Precinct 2,Library Services Millage Renewal Proposal Bear Creek Township,,,Undervotes,263,106,120,37
Emmet,Bliss Township Precinct 1,Registered Voters,,,,540,,,
Emmet,Bliss Township Precinct 1,Ballots Cast,,,,426,392,0,34
Emmet,Bliss Township Precinct 1,Ballots Cast - Blank,,,,0,0,0,0
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,DEM,Democrat,69,67,0,2
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,REP,Republican,159,134,0,25
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,LIB,Libertarian,1,1,0,0
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,UST,U.S. Taxpayers,0,0,0,0
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,GRN,Green,2,2,0,0
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,WCP,Working Class,2,2,0,0
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,NLP,Natural Law,0,0,0,0
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,,Overvotes,0,0,0,0
Emmet,Bliss Township Precinct 1,Straight Party Ticket,,,Undervotes,193,186,0,7
Emmet,Bliss Township Precinct 1,President,,DEM,Kamala D. Harris,162,158,0,4
Emmet,Bliss Township Precinct 1,President,,REP,Donald J. Trump,256,227,0,29
Emmet,Bliss Township Precinct 1,President,,LIB,Chase Oliver,0,0,0,0
Emmet,Bliss Township Precinct 1,President,,UST,Randall Terry,0,0,0,0
Emmet,Bliss Township Precinct 1,President,,GRN,Jill Stein,2,2,0,0
Emmet,Bliss Township Precinct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",4,3,0,1
Emmet,Bliss Township Precinct 1,President,,NPA,NPA Joseph Kishore,0,0,0,0
Emmet,Bliss Township Precinct 1,President,,NPA,NPA Cornel West,1,1,0,0
Emmet,Bliss Township Precinct 1,President,,,Write-ins,0,0,0,0
Emmet,Bliss Township Precinct 1,President,,,Write-In: Peter Sonski,0,0,0,0
Emmet,Bliss Township Precinct 1,President,,,Overvotes,1,1,0,0
Emmet,Bliss Township Precinct 1,President,,,Undervotes,0,0,0,0
Emmet,Bliss Township Precinct 1,U.S. Senate,,DEM,Elissa Slotkin,154,150,0,4
Emmet,Bliss Township Precinct 1,U.S. Senate,,REP,Mike Rogers,254,225,0,29
Emmet,Bliss Township Precinct 1,U.S. Senate,,LIB,Joseph Solis-Mullen,4,4,0,0
Emmet,Bliss Township Precinct 1,U.S. Senate,,UST,Dave Stein,4,4,0,0
Emmet,Bliss Township Precinct 1,U.S. Senate,,GRN,Douglas P. Marsh,6,6,0,0
Emmet,Bliss Township Precinct 1,U.S. Senate,,NLP,Doug Dern,1,1,0,0
Emmet,Bliss Township Precinct 1,U.S. Senate,,,Write-ins,0,0,0,0
Emmet,Bliss Township Precinct 1,U.S. Senate,,,Overvotes,0,0,0,0
Emmet,Bliss Township Precinct 1,U.S. Senate,,,Undervotes,3,2,0,1
Emmet,Bliss Township Precinct 1,U.S. House,,DEM,Callie Barr,154,150,0,4
Emmet,Bliss Township Precinct 1,U.S. House,,REP,Jack Bergman,255,226,0,29
Emmet,Bliss Township Precinct 1,U.S. House,,LIB,Andrew Gale,3,3,0,0
Emmet,Bliss Township Precinct 1,U.S. House,,WCP,Liz Hakola,7,7,0,0
Emmet,Bliss Township Precinct 1,U.S. House,,,Write-ins,0,0,0,0
Emmet,Bliss Township Precinct 1,U.S. House,,,Overvotes,0,0,0,0
Emmet,Bliss Township Precinct 1,U.S. House,,,Undervotes,7,6,0,1
Emmet,Bliss Township Precinct 1,State House,,DEM,Jodi Decker,155,151,0,4
Emmet,Bliss Township Precinct 1,State House,,REP,Parker Fairbairn,262,233,0,29
Emmet,Bliss Township Precinct 1,State House,,,Write-ins,2,2,0,0
Emmet,Bliss Township Precinct 1,State House,,,Overvotes,0,0,0,0
Emmet,Bliss Township Precinct 1,State House,,,Undervotes,7,6,0,1
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,DEM,Theodore Jones,135,132,0,3
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,DEM,Adam Frederick Zemke,124,120,0,4
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,REP,Tom McMillin,237,209,0,28
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,REP,Nikki Snyder,233,204,0,29
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,LIB,Scotty Boman,20,19,0,1
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,UST,Ted Gerrard,0,0,0,0
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,UST,Christine C. Schwartz,5,5,0,0
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,WCP,Mary Anne Hering,26,26,0,0
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,,Write-ins,4,4,0,0
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,,Overvotes,0,0,0,0
Emmet,Bliss Township Precinct 1,Member of the State Board of Education State,,,Undervotes,68,65,0,3
Emmet,Bliss Township Precinct 1,Regent of the University of Michigan State,,DEM,Shauna Ryder Diggs,132,129,0,3
Emmet,Bliss Township Precinct 1,Regent of the University of Michigan State,,DEM,Denise Ilitch,135,131,0,4
Emmet,Bliss Township Precinct 1,Regent of the University of Michigan State,,REP,Carl Meyers,240,211,0,29
Emmet,Bliss Township Precinct 1,Regent of the University of Michigan State,,REP,Sevag Vartanian,216,189,0,27
Emmet,Bliss Township Precinct 1,Regent of the University of Michigan State,,LIB,Andrew Chadderdon,17,16,0,1
Emmet,Bliss Township Precinct 1,Regent of the University of Michigan State,,UST,Donna M. Oetman,11,11,0,0
Emmet,Bliss Township Precinct 1,Regent of the University of Michigan State,,,Write-ins,4,4,0,0
Emmet,Bliss Township Precinct 1,Regent of the University of Michigan State,,,Write-In: Huwaida Arraf,0,0,0,0
