county,precinct,office,district,candidate,party,election_day,early_voting,votes
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Write-in,,2,0,2
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Regents of the Unversity of Michigan,,Under Vote Count,,217,48,265
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Rebecca Bahar-Cook,Democrat,263,41,304
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Thomas Stallworth III,Democrat,242,37,279
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Mike Balow,Republican,452,139,591
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Julie Maday,Republican,432,134,566
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Grant T. Baker,Libertarian,19,3,22
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,21,3,24
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,John Paul Sanger,U.S. Taxpayers,16,2,18
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,John Anthony La Pietra,Green,9,2,11
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Write-in,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Trustees of Michigan State University,,Under Vote Count,,214,49,263
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,238,34,272
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,251,38,289
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,440,138,578
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,422,136,558
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,11,0,11
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,12,1,13
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,12,2,14
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,26,6,32
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,7,2,9
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Write-in,,2,0,2
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,247,53,300
Gratiot,"Arcada Township, Precinct 1",Prosecuting Attorney,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Prosecuting Attorney,,Laura M. Bever,Republican,645,173,818
Gratiot,"Arcada Township, Precinct 1",Prosecuting Attorney,,Write-in,,8,1,9
Gratiot,"Arcada Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,181,31,212
Gratiot,"Arcada Township, Precinct 1",Sheriff,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Sheriff,,Tom Clark,Republican,583,173,756
Gratiot,"Arcada Township, Precinct 1",Sheriff,,John Cary,No Party Affiliation,127,18,145
Gratiot,"Arcada Township, Precinct 1",Sheriff,,Write-in,,2,0,2
Gratiot,"Arcada Township, Precinct 1",Sheriff,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Sheriff,,Under Vote Count,,122,14,136
Gratiot,"Arcada Township, Precinct 1",County Clerk,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",County Clerk,,Angie Thompson,Republican,646,171,817
Gratiot,"Arcada Township, Precinct 1",County Clerk,,Write-in,,8,0,8
Gratiot,"Arcada Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",County Clerk,,Under Vote Count,,180,34,214
Gratiot,"Arcada Township, Precinct 1",County Treasurer,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",County Treasurer,,Terri R. Ball,Republican,627,165,792
Gratiot,"Arcada Township, Precinct 1",County Treasurer,,Write-in,,8,0,8
Gratiot,"Arcada Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",County Treasurer,,Under Vote Count,,199,40,239
Gratiot,"Arcada Township, Precinct 1",Register of Deeds,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Register of Deeds,,Kimberlee M. VanHoose,Republican,620,163,783
Gratiot,"Arcada Township, Precinct 1",Register of Deeds,,Write-in,,8,0,8
Gratiot,"Arcada Township, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Register of Deeds,,Under Vote Count,,206,42,248
Gratiot,"Arcada Township, Precinct 1",Road Commissioner,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Road Commissioner,,John H. Wilson,Republican,617,159,776
Gratiot,"Arcada Township, Precinct 1",Road Commissioner,,Write-in,,8,2,10
Gratiot,"Arcada Township, Precinct 1",Road Commissioner,,Over Vote Count,,1,0,1
Gratiot,"Arcada Township, Precinct 1",Road Commissioner,,Under Vote Count,,208,44,252
Gratiot,"Arcada Township, Precinct 1",Drain Commissioner,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Drain Commissioner,,Bernard James Barnes,Republican,621,160,781
Gratiot,"Arcada Township, Precinct 1",Drain Commissioner,,Write-in,,8,1,9
Gratiot,"Arcada Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Drain Commissioner,,Under Vote Count,,205,44,249
Gratiot,"Arcada Township, Precinct 1",County Commissioner 3rd District,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",County Commissioner 3rd District,,Timothy Gay,Republican,615,159,774
Gratiot,"Arcada Township, Precinct 1",County Commissioner 3rd District,,Write-in,,7,1,8
Gratiot,"Arcada Township, Precinct 1",County Commissioner 3rd District,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",County Commissioner 3rd District,,Under Vote Count,,212,45,257
Gratiot,"Arcada Township, Precinct 1",Arcada Township Supervisor,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Arcada Township Supervisor,,Douglas L. Merchant,Republican,622,166,788
Gratiot,"Arcada Township, Precinct 1",Arcada Township Supervisor,,Write-in,,13,0,13
Gratiot,"Arcada Township, Precinct 1",Arcada Township Supervisor,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Arcada Township Supervisor,,Under Vote Count,,199,39,238
Gratiot,"Arcada Township, Precinct 1",Arcada Township Clerk,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Arcada Township Clerk,,Laureen Baxter,Republican,631,162,793
Gratiot,"Arcada Township, Precinct 1",Arcada Township Clerk,,Write-in,,7,0,7
Gratiot,"Arcada Township, Precinct 1",Arcada Township Clerk,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Arcada Township Clerk,,Under Vote Count,,196,43,239
Gratiot,"Arcada Township, Precinct 1",Arcada Township Treasurer,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Arcada Township Treasurer,,Mary L. Redman,Republican,631,165,796
Gratiot,"Arcada Township, Precinct 1",Arcada Township Treasurer,,Write-in,,10,0,10
Gratiot,"Arcada Township, Precinct 1",Arcada Township Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Arcada Township Treasurer,,Under Vote Count,,193,40,233
Gratiot,"Arcada Township, Precinct 1",Arcada Township Trustee,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Arcada Township Trustee,,William Baxter,Republican,579,157,736
Gratiot,"Arcada Township, Precinct 1",Arcada Township Trustee,,Conrad S. Bovee,Republican,581,156,737
Gratiot,"Arcada Township, Precinct 1",Arcada Township Trustee,,Write-in,,13,0,13
Gratiot,"Arcada Township, Precinct 1",Arcada Township Trustee,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Arcada Township Trustee,,Under Vote Count,,495,97,592
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court,,Andrew Fink,,232,74,306
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,351,77,428
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court,,Write-in,,6,1,7
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court,,Under Vote Count,,245,53,298
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,307,61,368
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,263,88,351
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,6,2,8
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,2,0,2
Gratiot,"Arcada Township, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,256,54,310
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,481,123,604
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Write-in,,7,3,10
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,346,79,425
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,479,122,601
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,8,2,10
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,347,81,428
Gratiot,"Arcada Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,834,205,1039
Gratiot,"Arcada Township, Precinct 1",Judge of Probate Court,,Kristin Bakker,,535,140,675
Gratiot,"Arcada Township, Precinct 1",Judge of Probate Court,,Write-in,,10,2,12
Gratiot,"Arcada Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,289,63,352
Gratiot,"Arcada Township, Precinct 1",Alma Public School Board Member,,Ballots Cast,,591,140,731
Gratiot,"Arcada Township, Precinct 1",Alma Public School Board Member,,Susan A. Higgins,,135,39,174
Gratiot,"Arcada Township, Precinct 1",Alma Public School Board Member,,Arthur Wesley McClintic,,260,70,330
Gratiot,"Arcada Township, Precinct 1",Alma Public School Board Member,,Kendra Overla,,305,74,379
Gratiot,"Arcada Township, Precinct 1",Alma Public School Board Member,,Write-in,,54,6,60
Gratiot,"Arcada Township, Precinct 1",Alma Public School Board Member,,Christie Freestone,,47,6,53
Gratiot,"Arcada Township, Precinct 1",Alma Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Alma Public School Board Member,,Under Vote Count,,428,91,519
Gratiot,"Arcada Township, Precinct 1",Ithaca Public School Board Member,,Ballots Cast,,243,65,308
Gratiot,"Arcada Township, Precinct 1",Ithaca Public School Board Member,,Justin Seaman,,154,42,196
Gratiot,"Arcada Township, Precinct 1",Ithaca Public School Board Member,,Write-in,,22,4,26
Gratiot,"Arcada Township, Precinct 1",Ithaca Public School Board Member,,Corey Garbow-Gaylord Fowler,,12,1,13
Gratiot,"Arcada Township, Precinct 1",Ithaca Public School Board Member,,Richard Jolliff,,5,0,5
Gratiot,"Arcada Township, Precinct 1",Ithaca Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Arcada Township, Precinct 1",Ithaca Public School Board Member,,Under Vote Count,,309,84,393
Gratiot,"Bethany Township, Precinct 1",President,,Ballots Cast,,667,107,774
Gratiot,"Bethany Township, Precinct 1",President,,Kamala D. Harris,Democrat,165,18,183
Gratiot,"Bethany Township, Precinct 1",President,,Donald J. Trump,Republican,486,89,575
Gratiot,"Bethany Township, Precinct 1",President,,Chase Oliver,Libertarian,2,0,2
Gratiot,"Bethany Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,1,0,1
Gratiot,"Bethany Township, Precinct 1",President,,Robert F. Kennedy Jr.,Natural Law,4,0,4
Gratiot,"Bethany Township, Precinct 1",President,,Write-in,,2,0,2
Gratiot,"Bethany Township, Precinct 1",President,,Over Vote Count,,0,0,0
Gratiot,"Bethany Township, Precinct 1",President,,Under Vote Count,,7,0,7
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Ballots Cast,,667,107,774
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,176,21,197
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,465,84,549
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,6,0,6
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,4,0,4
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,1,0,1
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,3,0,3
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Write-in,,2,0,2
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0
Gratiot,"Bethany Township, Precinct 1",U.S. Senate,,Under Vote Count,,10,2,12
Gratiot,"Bethany Township, Precinct 1",U.S. House,2,Ballots Cast,,667,107,774
Gratiot,"Bethany Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,132,15,147
Gratiot,"Bethany Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,495,90,585
Gratiot,"Bethany Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,9,1,10
Gratiot,"Bethany Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,9,0,9
Gratiot,"Bethany Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0
Gratiot,"Bethany Township, Precinct 1",U.S. House,2,Under Vote Count,,22,1,23
Gratiot,"Bethany Township, Precinct 1",State House,92,Ballots Cast,,667,107,774
Gratiot,"Bethany Township, Precinct 1",State House,92,Timothy Odykirk,Democrat,141,17,158
Gratiot,"Bethany Township, Precinct 1",State House,92,Jerry Neyer,Republican,494,87,581
Gratiot,"Bethany Township, Precinct 1",State House,92,Write-in,,2,0,2
Gratiot,"Bethany Township, Precinct 1",State House,92,Over Vote Count,,0,0,0
Gratiot,"Bethany Township, Precinct 1",State House,92,Under Vote Count,,30,3,33
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,667,107,774
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,131,16,147
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,120,14,134
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,424,81,505
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,429,81,510
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,16,2,18
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,6,0,6
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,13,3,16
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,34,1,35
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Write-in,,3,0,3
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0
Gratiot,"Bethany Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,158,16,174
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Ballots Cast,,667,107,774
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Denise Ilitch,Democrat,139,15,154
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Shauna Ryder Diggs,Democrat,132,17,149
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Carl Meyers,Republican,452,84,536
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Sevag Vartanian,Republican,380,74,454
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Andrew Chadderdon,Libertarian,22,2,24
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Donna M. Oetman,U.S. Taxpayers,27,2,29
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Write-in,,1,0,1
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Over Vote Count,,0,0,0
Gratiot,"Bethany Township, Precinct 1",Regents of the Unversity of Michigan,,Under Vote Count,,181,20,201
Gratiot,"Bethany Township, Precinct 1",Trustees of Michigan State University,,Ballots Cast,,667,107,774
Gratiot,"Bethany Township, Precinct 1",Trustees of Michigan State University,,Rebecca Bahar-Cook,Democrat,138,15,153
Gratiot,"Bethany Township, Precinct 1",Trustees of Michigan State University,,Thomas Stallworth III,Democrat,119,13,132
Gratiot,"Bethany Township, Precinct 1",Trustees of Michigan State University,,Mike Balow,Republican,428,85,513
Gratiot,"Bethany Township, Precinct 1",Trustees of Michigan State University,,Julie Maday,Republican,412,77,489
